rushid_int,has_relative_rush,closeness_rush,relation_types_rush,n_relatives_rush,multiple_relatives_rush,has_blood_relative_rush,relative_names_rush
4532,1,child,child; grandchild; indirect,4,1,1,2371 | 4531 | 4533 | 6098
943,1,grandparent,grandparent; indirect; nibling; pibling,6,1,1,1026 | 6533 | 7283 | 7631 | 7984 | 832
7984,1,parent,indirect; parent; pibling,3,1,1,1026 | 7631 | 943
5289,1,indirect,indirect,1,0,1,1674
1674,1,indirect,indirect,1,0,1,5289
7184,1,child,child; indirect; nibling; sibling,5,1,1,6254 | 7510 | 809 | 821 | 9115
821,1,parent,cousin; grandchild; indirect; nibling; parent; pibling,5,1,1,7184 | 7510 | 7845 | 809 | 9115
6792,1,indirect,indirect,1,0,1,3043
3043,1,sibling,indirect; sibling,2,1,1,6792 | 6913
3180,1,sibling,indirect; nibling; sibling,4,1,1,1526 | 6440 | 6474 | 6745
6474,1,child,child; indirect,2,1,1,1060 | 3180
5225,1,indirect,indirect,1,0,1,6873
6873,1,sibling,indirect; sibling,2,1,1,5225 | 6872
6694,1,parent,cousin; indirect; parent; pibling,6,1,1,1442 | 2042 | 2997 | 4475 | 4476 | 6695
4476,1,child,child; indirect,4,1,1,4475 | 6694 | 7264 | 928
1439,1,child,child; indirect; parent; pibling,4,1,1,1440 | 3236 | 6693 | 7897
8997,1,child,child; indirect; pibling; sibling,5,1,1,1393 | 1395 | 1418 | 6666 | 6667
8237,1,indirect,indirect,2,1,1,2771 | 3929
2771,1,parent,child; indirect; parent,3,1,1,1362 | 8237 | 8994
3929,1,parent,indirect; parent,2,1,1,2392 | 8237
5094,1,indirect,indirect,1,0,1,3768
3768,1,indirect,indirect,1,0,1,5094
6442,1,child,child; grandchild; indirect,5,1,1,1542 | 1543 | 1545 | 1563 | 3313
9092,1,child,child; indirect; parent; pibling,5,1,1,1563 | 2569 | 3415 | 3416 | 6637
5696,1,cousin,cousin; indirect,2,1,1,5695 | 9099
9099,1,indirect,indirect,1,0,1,5696
8988,1,child,child; indirect,2,1,1,1275 | 1549
2826,1,indirect,indirect,1,0,1,7747
7747,1,parent,grandparent; indirect; parent,3,1,1,2135 | 2826 | 3298
1475,1,parent,indirect; parent,2,1,1,4119 | 6456
9146,1,indirect,indirect,1,0,1,1714
1714,1,parent,indirect; parent; pibling,3,1,1,2568 | 9011 | 9146
5897,1,indirect,indirect,2,1,1,4585 | 5724
5724,1,sibling,grandchild; indirect; sibling,3,1,1,4585 | 4586 | 5897
857,1,sibling,indirect; sibling,2,1,1,856 | 858
856,1,indirect,indirect,2,1,1,857 | 858
858,1,sibling,indirect; sibling,2,1,1,856 | 857
9764,1,indirect,indirect,1,0,1,368
368,1,indirect,indirect,1,0,1,9764
8750,1,indirect,indirect,1,0,1,1830
1073,1,parent,child; cousin; parent; pibling; sibling,6,1,1,2259 | 6359 | 6659 | 6660 | 8995 | 8996
6665,1,pibling,cousin; pibling,2,1,1,2922 | 3551
3551,1,parent,cousin; parent,2,1,1,2922 | 6665
7218,1,pibling,cousin; pibling,4,1,1,6467 | 7211 | 7214 | 7215
6467,1,child,child; cousin; grandchild,3,1,1,1823 | 7218 | 867
1404,1,cousin,cousin,1,0,1,1405
1311,1,parent,cousin; grandparent; nibling; parent; pibling; sibling,8,1,1,1309 | 1310 | 2073 | 6437 | 6617 | 6618 | 7801 | 8151
6691,1,cousin,cousin,1,0,1,6692
6692,1,cousin,cousin,1,0,1,6691
1310,1,parent,cousin; grandparent; nibling; parent; pibling; sibling,8,1,1,1309 | 1311 | 2073 | 6437 | 6617 | 6618 | 7801 | 8151
3350,1,cousin,cousin,3,1,1,1524 | 6439 | 6739
3887,1,cousin,cousin,1,0,1,3886
4243,1,cousin,cousin,3,1,1,4242 | 4244 | 4245
4245,1,cousin,cousin,3,1,1,4242 | 4243 | 4244
4244,1,cousin,cousin,3,1,1,4242 | 4243 | 4245
4242,1,cousin,cousin,3,1,1,4243 | 4244 | 4245
4809,1,parent,cousin; parent; pibling,3,1,1,2507 | 4808 | 4810
4808,1,parent,cousin; grandparent; parent; pibling,4,1,1,2507 | 2569 | 4809 | 4810
4897,1,sibling,cousin; sibling,1,1,1,4896
4896,1,sibling,cousin; sibling,1,1,1,4897
5416,1,cousin,cousin,1,0,1,6821
5246,1,pibling,cousin; pibling,5,1,1,5242 | 5244 | 5245 | 5247 | 5248
5244,1,parent,cousin; parent; sibling,5,1,1,5242 | 5245 | 5246 | 5247 | 5248
5242,1,parent,cousin; parent; sibling,5,1,1,5244 | 5245 | 5246 | 5247 | 5248
5247,1,parent,cousin; parent; sibling,5,1,1,5242 | 5244 | 5245 | 5246 | 5248
5245,1,parent,cousin; parent; sibling,5,1,1,5242 | 5244 | 5246 | 5247 | 5248
6159,1,cousin,cousin,1,0,1,739
9436,1,cousin,cousin,4,1,1,7091 | 7094 | 7095 | 7096
7096,1,sibling,cousin; nibling; sibling,6,1,1,6073 | 7091 | 7094 | 7095 | 9050 | 9436
8863,1,cousin,cousin,1,0,1,8678
5566,1,sibling,cousin; pibling; sibling,3,1,1,5563 | 5564 | 5565
5563,1,sibling,cousin; pibling; sibling,3,1,1,5564 | 5565 | 5566
4280,1,cousin,cousin,1,0,1,4281
4281,1,cousin,cousin,1,0,1,4280
9437,1,cousin,cousin,1,0,1,7160
7160,1,cousin,cousin,1,0,1,9437
1442,1,child,child; cousin; sibling,3,1,1,2042 | 6694 | 6695
2983,1,cousin,cousin,1,0,1,2984
2984,1,cousin,cousin,1,0,1,2983
3486,1,cousin,cousin,1,0,1,2102
6278,1,cousin,cousin,1,0,1,6934
6934,1,cousin,cousin,1,0,1,6278
1098,1,parent,cousin; nibling; parent; pibling; sibling,5,1,1,1097 | 6316 | 6317 | 6318 | 7027
7027,1,parent,child; cousin; parent; pibling; sibling,5,1,1,1097 | 1098 | 6316 | 6317 | 6318
4517,1,child,child; cousin,2,1,1,4518 | 4519
4518,1,cousin,cousin,1,0,1,4517
2481,1,cousin,cousin,1,0,1,2480
2480,1,cousin,cousin,1,0,1,2481
3903,1,child,child; cousin; sibling,5,1,1,3904 | 3985 | 3986 | 3987 | 3989
3986,1,sibling,cousin; nibling; sibling,5,1,1,3903 | 3904 | 3985 | 3987 | 3989
3985,1,sibling,cousin; nibling; sibling,5,1,1,3903 | 3904 | 3986 | 3987 | 3989
1633,1,cousin,cousin,1,0,1,6800
6800,1,cousin,cousin,1,0,1,1633
1651,1,cousin,cousin,1,0,1,1652
1652,1,cousin,cousin,1,0,1,1651
6787,1,cousin,cousin,1,0,1,1615
1615,1,cousin,cousin,1,0,1,6787
7393,1,cousin,cousin,1,0,1,7395
7395,1,cousin,cousin,1,0,1,7393
5152,1,cousin,cousin,1,0,1,5153
5153,1,cousin,cousin,1,0,1,5152
3055,1,parent,cousin; parent; pibling; sibling,6,1,1,3054 | 3056 | 3057 | 3058 | 3059 | 3060
1624,1,child,child; cousin; pibling,4,1,1,1622 | 1742 | 2768 | 9012
1742,1,parent,cousin; grandchild; parent; pibling,4,1,1,1624 | 6849 | 8678 | 9012
2853,1,parent,cousin; nibling; parent; pibling; sibling,6,1,1,2499 | 2854 | 2855 | 7311 | 7313 | 7314
927,1,pibling,cousin; pibling,4,1,1,2123 | 6261 | 6262 | 6263
6261,1,pibling,cousin; pibling,3,1,1,6262 | 6263 | 927
798,1,child,child; cousin; pibling; sibling,7,1,1,7177 | 7180 | 7181 | 794 | 806 | 8538 | 930
9114,1,cousin,cousin,2,1,1,4955 | 4957
2712,1,cousin,cousin,1,0,1,6636
1554,1,parent,cousin; parent; pibling,3,1,1,5040 | 6444 | 6752
4407,1,cousin,cousin,1,0,1,4408
4408,1,cousin,cousin,1,0,1,4407
7095,1,sibling,cousin; nibling; sibling,5,1,1,6073 | 7091 | 7094 | 7096 | 9436
7094,1,sibling,cousin; nibling; sibling,5,1,1,6073 | 7091 | 7095 | 7096 | 9436
7091,1,sibling,cousin; nibling; sibling,5,1,1,6073 | 7094 | 7095 | 7096 | 9436
6905,1,pibling,cousin; pibling,2,1,1,15 | 16
9442,1,cousin,cousin,1,0,1,5248
794,1,sibling,cousin; nibling; pibling; sibling,7,1,1,7177 | 7180 | 7181 | 798 | 806 | 8538 | 930
5118,1,sibling,cousin; nibling; sibling,5,1,1,2311 | 6914 | 6915 | 7024 | 728
2186,1,sibling,cousin; pibling; sibling,3,1,1,1873 | 1988 | 9003
1988,1,sibling,cousin; pibling; sibling,3,1,1,1873 | 2186 | 9003
5695,1,cousin,cousin,1,0,1,5696
6523,1,cousin,cousin,1,0,1,5248
7211,1,cousin,cousin,1,0,1,7218
