politician_id,politician_name,first_name,last_name,gender,birth_year,death_year,first_year_in_HoC,last_year_in_HoC,n_parliaments,ever_cabinet,parties,has_relative,closeness,relative_chamber,multiple_relatives,relation_types,n_relatives_detected,relative_preceded,peerage_linked_flag,relative_examples,rush_cousin_mp,rush_cousin_names,has_relative_incl_cousins,rushid,peerageid,whoswhoid,oxnatbibid,father_name,father_id,mother_name,mother_id
Q7965658,"Walter Monslow, Baron Monslow",Walter,Monslow,male,1895,1966,1945,1966,6,0,Labour Party,0,,,0,,0,,1,,0,,0,5093,191617,U50132,,,,,
Q13530024,James Pitman,James,Pitman,male,1901,1985,1945,1964,5,0,Conservative Party,0,,,0,,0,,1,,0,,0,5409,318942,,31551,Ernest Pitman,Q51137932,Frances Butler,Q75651638
Q5045078,Caroline Ganley,Caroline,Ganley,female,1879,1966,1945,1951,2,0,Labour Co-operative,0,,,0,,0,,0,,0,,0,4059,,U56075,50552,,,,
Q7793994,Thomas Skeffington-Lodge,Thomas,Skeffington-Lodge,male,1905,1994,1945,1950,1,0,Labour Party,0,,,0,,0,,0,,0,,0,5763,,,,,,,
Q7791908,Thomas Loftus Cole,Thomas,Loftus Cole,male,1877,1961,1945,1950,1,0,Ulster Unionist Party,0,,,0,,0,,0,,0,,0,8917,,,,,,,
Q8009400,William Frederick Neill,William,Frederick Neill,male,1889,1960,1945,1950,1,0,Ulster Unionist Party,0,,,0,,0,,0,,0,,0,5190,,,,,,,
Q5162141,Conolly Gage,Conolly,Gage,male,1905,1984,1945,1952,3,0,Ulster Unionist Party,0,,,0,,0,,0,,0,,0,4048,,U164380,,,,,
Q334073,"George Brown, Baron George-Brown",George,Brown,male,1914,1985,1945,1970,7,1,Labour Party,0,,,0,,0,,1,,0,,0,8546,191298,U164474,30861,,,,
Q7328891,Richard Sargood,Richard,Sargood,male,1888,1979,1945,1950,1,0,Labour Party,0,,,0,,0,,0,,0,,0,5668,,,,,,,
Q7350384,Robert Thorp,Robert,Thorp,male,1900,1966,1945,1951,2,0,Conservative Party,0,,,0,,0,,0,,0,,0,5982,,,,,,,
Q6255208,John Robertson,John,Robertson,male,1898,1955,1945,1951,2,0,Labour Party,0,,,0,,0,,0,,0,,0,8708,,,,,,,
Q7167398,Percy Holman,Percy,Holman,male,1891,1978,1945,1966,6,0,Labour Co-operative,0,,,0,,0,,0,,0,,0,4403,,,,,,,
Q333387,"Frank Soskice, Baron Stow Hill",Frank,Soskice,male,1902,1979,1945,1966,6,1,Labour Party,0,,,0,,0,,1,,0,,0,5806,191874,U160002,31703,David Soskice,Q4429461,Juliet Soskice,Q43400958
Q7167288,Percy Collick,Percy,Collick,male,1897,1984,1945,1964,5,0,Labour Party,0,,,0,,0,,0,,0,,0,3567,,,,,,,
Q16013765,Henry Usborne,Henry,Usborne,male,1909,1996,1945,1959,4,0,Labour Party,0,,,0,,0,,0,,0,,0,8595,,,,,,,
Q8033220,Woodrow Wyatt,Woodrow,Wyatt,male,1918,1997,1945,1970,6,0,Labour Party,0,,,0,,0,,1,,0,,0,6424,79072,U182925,68841,Robert Harvey Lyle Wyatt,Q75347804,,
Q5338693,Edith Wills,Edith,Wills,female,1892,1970,1945,1950,1,0,Labour Co-operative,0,,,0,,0,,0,,0,,0,8482,,,53242,,,,
Q6310079,Julius Silverman,Julius,Silverman,male,1905,1996,1945,1983,11,0,Labour Party,0,,,0,,0,,0,,0,,0,5750,,,,,,,
Q5662213,Harold Roberts,Harold,Roberts,male,1884,1950,1945,1950,2,0,Conservative Party,0,,,0,,0,,0,,0,,0,8584,,U231073,,,,,
Q7298597,Raymond Blackburn,Raymond,Blackburn,male,1915,1991,1945,1951,2,0,Labour Party,0,,,0,,0,,0,,0,,0,8377,,,,,,,
Q7926466,Victor Yates,Victor,Yates,male,1900,1969,1945,1969,7,0,Labour Party,0,,,0,,0,,0,,0,,0,6277,,U52125,,,,,
Q7167575,Percy Shurmer,Percy,Shurmer,male,1888,1959,1945,1959,4,0,Labour Party,0,,,0,,0,,0,,0,,0,5739,,U242929,105130,,,,
Q7983987,Wesley Perrins,Wesley,Perrins,male,1905,1990,1945,1950,1,0,Labour Party,0,,,0,,0,,0,,0,,0,5366,,,,,,,
Q2883936,"Barbara Castle, Baroness Castle of Blackburn",Barbara,Castle,female,1910,2002,1945,1979,10,1,Labour Party,0,,,0,,0,,1,,0,,0,11,191113,U10428,76877,Frank Betts,Q75600006,Annie Rebecca Farrand,Q75600008
Q1699943,John Edwards,John,Edwards,male,1904,1959,1945,1959,5,0,Labour Party,0,,,0,,0,,1,,0,,0,8746,593856,U236899,,,,,
Q7811838,"Toby Low, 1st Baron Aldington",Toby,Low,male,1914,2000,1945,1962,5,0,Conservative Party,0,,,0,,0,,1,,0,,0,8410,4309,U176491,74952,Stuart Low,Q75242284,Lucy Gwen Atkin,Q75242289
Q5301780,Douglas Marshall,Douglas,Marshall,male,1906,1976,1945,1964,5,0,Conservative Party,0,,,0,,0,,1,,0,,0,9228,503605,,,,,,
Q16000300,John Henry Jones,John,Henry Jones,male,1894,1962,1945,1962,5,0,Labour Party,0,,,0,,0,,0,,0,,0,8705,,U48676,,,,,
Q6244748,John Lewis,John,Lewis,male,1912,1969,1945,1951,2,0,Labour Party,0,,,0,,0,,0,,0,,0,8671,,,,,,,
Q4797799,Arthur Allen,Arthur,Allen,male,1887,1981,1945,1959,4,0,Labour Party,0,,,0,,0,,0,,0,,0,6392,,U161424,,,,,
Q6260874,John Timmons,John,Timmons,male,1890,1964,1945,1964,5,0,Labour Party,0,,,0,,0,,0,,0,,0,5996,,,,,,,
Q6793530,Maurice Webb,Maurice,Webb,male,1904,1956,1945,1955,3,0,Labour Party,0,,,0,,0,,0,,0,,0,8754,,,,,,,
Q5488348,"Frank McLeavy, Baron McLeavy",Frank,McLeavy,male,1899,1976,1945,1966,6,0,Labour Party,0,,,0,,0,,1,,0,,0,5014,191600,U157425,,,,,
Q6818989,Meredith Titterington,Meredith,Titterington,male,1886,1949,1945,1949,1,0,Labour Co-operative,0,,,0,,0,,0,,0,,0,6001,,U232686,,,,,
Q7851330,"Tudor Watkins, Baron Watkins",Tudor,Watkins,male,1903,1983,1945,1970,7,0,Labour Party,0,,,0,,0,,1,,0,,0,6145,191957,U170210,,,,,
Q7818070,"Tom Williamson, Baron Williamson",Tom,Williamson,male,1897,1983,1945,1948,1,0,Labour Party,0,,,0,,0,,1,,0,,0,8902,191980,U170464,66095,,,,
Q7597536,Stan Awbery,Stan,Awbery,male,1888,1969,1945,1964,5,0,Labour Party,0,,,0,,0,,0,,0,,0,3074,,,,,,,
Q8006968,William Coldrick,William,Coldrick,male,1894,1975,1945,1959,4,0,Labour Co-operative,0,,,0,,0,,0,,0,,0,3558,,,,,,,
Q8004080,William A. Wilkins,William,Wilkins,male,1899,1987,1945,1970,7,0,Labour Party,0,,,0,,0,,0,,0,,0,6208,,,,,,,
Q4696679,Aidan Crawley,Aidan,Crawley,male,1908,1993,1945,1967,5,0,Conservative Party; Labour Party,0,,,0,,0,,1,,0,,0,3622,1845,,51810,Arthur Stafford Crawley,Q17308914,,
Q8018368,William Shepherd,William,Shepherd,male,1910,2002,1945,1966,6,0,Conservative Party,0,,,0,,0,,0,,0,,0,9303,,,,,,,
Q5545794,George Wadsworth,George,Wadsworth,male,1902,1979,1945,1950,1,0,Liberal Party,0,,,0,,0,,0,,0,,0,6102,,U287977,,,,,
Q4800683,Arthur William Lyne,Arthur,William Lyne,male,1884,1971,1945,1950,1,0,Labour Party,0,,,0,,0,,0,,0,,0,4802,,U156928,,,,,
Q7964845,Walter Fletcher,Walter,Fletcher,male,1892,1956,1945,1955,3,0,Conservative Party,0,,,0,,0,,0,,0,,0,8927,,,,,,,
Q5534526,Geoffrey Clifton-Brown,Geoffrey,Clifton-Brown,male,1899,1983,1945,1950,1,0,Conservative Party,0,,,0,,0,,1,,0,,0,9241,183775,,,Edward Clifton-Brown,Q75507927,Dora Winifred Hanbury,Q75507929
Q5238706,David Price-White,David,Price-White,male,1906,1978,1945,1950,1,0,Conservative Party,0,,,0,,0,,0,,0,,0,5452,,,,,,,
Q5586826,"Goronwy Roberts, Baron Goronwy-Roberts",Goronwy,Roberts,male,1913,1981,1945,1974,8,0,Labour Party,0,,,0,,0,,1,,0,,0,8572,191321,U164657,,,,,
Q5386555,Eric Gandar Dower,Eric,Gandar Dower,male,1894,1987,1945,1950,1,0,Unionist Party,0,,,0,,0,,0,,0,,0,3774,,,,,,,
Q8001998,Wilfrid Vernon,Wilfrid,Vernon,male,1882,1975,1945,1951,2,0,Labour Party,0,,,0,,0,,0,,0,,0,8937,,,,,,,
Q5496643,Freda Corbet,Freda,Corbet,female,1900,1993,1945,1974,8,0,Labour Party,0,,,0,,0,,0,,0,,0,8530,,,51617,,,,
Q4800411,Arthur Symonds,Arthur,Symonds,male,1910,1960,1945,1950,1,0,Labour Party,0,,,0,,0,,0,,0,,0,5942,,,,,,,
Q8023079,Wilson Harris,Wilson,Harris,male,1883,1955,1945,1950,1,0,independent politician,0,,,0,,0,,0,,0,,0,8604,,,33725,,,,
Q4647733,A. E. Stubbs,Albert,Stubbs,male,1877,1962,1945,1950,1,0,Labour Party,0,,,0,,0,,0,,0,,0,5905,,,,,,,
Q3180980,John Baker White,John,Baker White,male,1902,1988,1945,1953,3,0,Conservative Party,0,,,0,,0,,0,,0,,0,8683,,,,,,,
Q333919,"George Thomas, 1st Viscount Tonypandy",George,Thomas,male,1909,1997,1945,1983,11,1,Labour Party; Speaker of the House of Commons,0,,,0,,0,,0,,0,,0,8913,,,68815,,,,
Q1618119,Hilary Marquand,Hilary,Marquand,male,1901,1972,1945,1961,5,0,Labour Party,0,,,0,,0,,0,,0,,0,4937,,,31412,,,,
Q9576,James Callaghan,James,Callaghan,male,1912,2005,1945,1987,12,1,Labour Party,0,,,0,,0,,1,,0,,0,3424,191091,U9898,94837,James Callaghan,Q75533898,Charlotte Gertrude Cundy,Q75533901
Q7356568,Roderic Bowen,Roderic,Bowen,male,1913,2001,1945,1966,6,0,Liberal Party,0,,,0,,0,,0,,0,,0,3283,,U8264,,,,,
Q5337269,Edgar Grierson,Edgar,Grierson,male,1884,1959,1945,1950,1,0,Labour Party,0,,,0,,0,,0,,0,,0,4176,,,,,,,
Q333766,"Antony Head, 1st Viscount Head",Antony,Head,male,1906,1983,1945,1960,5,1,Conservative Party,0,,,0,,0,,1,,0,,0,4305,79616,,31214,Geoffrey Head,Q75348574,Ethel Daisy Flower,Q75348583
Q333383,Ernest Millington,Ernest,Millington,male,1916,2009,1945,1950,2,0,Common Wealth Party,0,,,0,,0,,0,,0,,0,5064,,,,,,,
Q4730888,Allan Noble,Allan,Noble,male,1908,1982,1945,1959,4,0,Conservative Party,0,,,0,,0,,0,,0,,0,8389,,,,,,,
Q5545827,"George Wallace, Baron Wallace of Coslany",George,Wallace,male,1906,2003,1945,1974,4,0,Labour Party,0,,,0,,0,,1,,0,,0,8550,191948,U38663,,George Wallace,Q76373631,,
Q5132986,Clifford Kenyon,Clifford,Kenyon,male,1896,1979,1945,1970,7,0,Labour Party,0,,,0,,0,,0,,0,,0,8440,,,,,,,
Q5546286,George Willey,George,Willey,male,1886,1952,1945,1952,3,0,Labour Party,0,,,0,,0,,0,,0,,0,6212,,U244475,,,,,
Q5671838,Harry Randall,Harry,Randall,male,1899,1976,1945,1970,5,0,Labour Party,0,,,0,,0,,0,,0,,0,9252,,,,,,,
Q6171089,Jean Mann,Jean,Mann,female,1889,1964,1945,1959,4,0,Labour Party,0,,,0,,0,,0,,0,,0,4915,,,50056,,,,
Q1507209,"George Delacourt-Smith, Baron Delacourt-Smith",George,Delacourt-Smith,male,1917,1972,1945,1950,1,0,Labour Party,0,,,0,,0,,1,,0,,0,8426,191191,U153820,,,,,
Q315143,"John Boyd Orr, 1st Baron Boyd-Orr",John,Boyd Orr,male,1880,1971,1945,1946,2,0,independent politician,0,,,0,,0,,1,,0,,0,3295,50087,U152529,31519,Robert Clark Orr,Q75447507,Annie Morton Boyd,Q75447571
Q328681,Richard Crossman,Richard,Crossman,male,1907,1974,1945,1974,8,1,Labour Party,0,,,0,,0,,0,,0,,0,8835,,,30987,Stafford Crossman,Q59588507,Helen Elizabeth Howard,Q96080224
Q6793046,Maurice Edelman,Maurice,Edelman,male,1911,1975,1945,1975,10,0,Labour Party,0,,,0,,0,,0,,0,,0,3851,,U154137,31059,,,,
Q7432084,Scholefield Allen,Scholefield,Allen,male,1898,1974,1945,1974,8,0,Labour Party,0,,,0,,0,,0,,0,,0,6421,,U151692,,,,,
Q5238956,"David Rees-Williams, 1st Baron Ogmore",David,Rees-Williams,male,1903,1976,1945,1950,1,0,Labour Party,0,,,0,,0,,1,,0,,0,5543,120594,U158110,,William Rees Williams,Q76120791,Jennet David,Q76120795
Q5234720,David Hardman,David,Hardman,male,1901,1989,1945,1951,2,0,Labour Party,0,,,0,,0,,0,,0,,0,4254,,,,,,,
Q1930241,Norman Dodds,Norman,Dodds,male,1903,1965,1945,1965,6,0,Labour Co-operative,0,,,0,,0,,0,,0,,0,8785,,U56740,,,,,
Q5133073,Clifford Wilcock,Clifford,Wilcock,male,1898,1962,1945,1962,5,0,Labour Party,0,,,0,,0,,0,,0,,0,6201,,U53329,,,,,
Q4798224,"Arthur Champion, Baron Champion",Arthur,Champion,male,1897,1985,1945,1959,4,0,Labour Party,0,,,0,,0,,1,,0,,0,3474,191119,U162801,,,,,
Q5112562,Christopher Hollis,Christopher,Hollis,male,1902,1977,1945,1955,3,0,Conservative Party,0,,,0,,0,,0,,0,,0,4402,,,31248,,,,
Q8016544,William Paling,William,Paling,male,1892,1992,1945,1959,4,0,Labour Party,0,,,0,,0,,0,,0,,0,5311,,U174646,,,,,
Q6820944,Mervyn Wheatley,Mervyn,Wheatley,male,1880,1974,1945,1951,2,0,Conservative Party,0,,,0,,0,,0,,0,,0,6177,,,,,,,
Q8678953,"Frank Byers, Baron Byers",Frank,Byers,male,1915,1984,1945,1950,1,0,Liberal Party,0,,,0,,0,,1,,0,,0,9219,191087,U162583,30889,Charles Cecil Byers,Q75535612,Florence May Fairclough,Q75535614
Q6260490,John Thomas,John,Thomas,male,1897,1968,1945,1950,1,0,Labour Party,0,,,0,,0,,0,,0,,0,8719,,,,,,,
Q1508595,"George Wigg, Baron Wigg",George,Wigg,male,1900,1983,1945,1967,7,0,Labour Party,0,,,0,,0,,1,,0,,0,6194,191972,U170392,31830,,,,
Q7023907,"Niall Macpherson, 1st Baron Drumalbyn",Niall,Macpherson,male,1908,1987,1945,1963,5,0,Conservative Party,0,,,0,,0,,1,,0,,0,4875,253282,U163703,,Sir Thomas Stewart Macpherson,Q75874061,Helen Cameron,Q75874064
Q7788581,Thomas Cook,Thomas,Cook,male,1908,1952,1945,1952,3,0,Labour Party,0,,,0,,0,,0,,0,,0,8910,,U236019,,,,,
Q5078438,Charles Grey,Charles,Grey,male,1903,1984,1945,1970,7,0,Labour Party,0,,,0,,0,,0,,0,,0,8424,,,,,,,
Q7167295,Percy Daines,Percy,Daines,male,1902,1957,1945,1957,4,0,Labour Co-operative,0,,,0,,0,,0,,0,,0,3671,,U236312,,,,,
Q8017109,William Proctor,William,Proctor,male,1896,1967,1945,1964,5,0,Labour Party,0,,,0,,0,,0,,0,,0,5468,,,,,,,
Q4757094,Andrew Gilzean,Andrew,Gilzean,male,1877,1957,1945,1951,2,0,Labour Party,0,,,0,,0,,0,,0,,0,4098,,,,,,,
Q5545184,"George Thomson, Lord Thomson",George,Thomson,male,1893,1962,1945,1947,1,0,Labour Party,0,,,0,,0,,0,,0,,0,9246,,,36502,,,,
Q5546388,George Willis,George,Willis,male,1903,1987,1945,1970,6,0,Labour Party,0,,,0,,0,,0,,0,,0,8516,,,,,,,
Q8007591,William Darling,William,Darling,male,1885,1962,1945,1957,4,0,Unionist Party,0,,,0,,0,,0,,0,,0,8978,,,,,,,
Q15109490,Evan Durbin,Evan,Durbin,male,1906,1948,1945,1948,1,0,Labour Party,0,,,0,,0,,0,,0,,0,3827,,U224935,39462,,,,
Q5497270,Frederick Arthur Cobb,Frederick,Arthur Cobb,male,1901,1950,1945,1950,2,0,Labour Party,0,,,0,,0,,0,,0,,0,8534,,,,,,,
Q5392952,Ernest Davies,Ernest,Davies,male,1902,1991,1945,1959,4,0,Labour Party,0,,,0,,0,,0,,0,,0,8510,,U172000,,,,,
Q7297562,Ray Gunter,Ray,Gunter,male,1909,1977,1945,1972,6,1,Labour Party,0,,,0,,0,,0,,0,,0,8819,,,40262,,,,
Q4889592,Benn Levy,Benn,Levy,male,1900,1973,1945,1950,1,0,Labour Party,0,,,0,,0,,0,,0,,0,4710,,,31355,,,,
Q6247220,John Maude,John,Maude,male,1901,1986,1945,1951,2,0,Conservative Party,0,,,0,,0,,1,,0,,0,9265,57868,U166942,,Cyril Maude,Q5200813,Winifred Emery,Q8025383
Q7167636,Percy Wells,Percy,Wells,male,1891,1964,1945,1964,5,0,Labour Party,0,,,0,,0,,0,,0,,0,8794,,U58586,,,,,
Q6253031,John Platts-Mills,John,Platts-Mills,male,1906,2001,1945,1950,1,0,Labour Party,0,,,0,,0,,0,,0,,0,5412,,U30998,76388,,,,
Q7032247,"Nigel Birch, Baron Rhyl",Nigel,Birch,male,1906,1981,1945,1970,7,0,Conservative Party,0,,,0,,0,,1,,0,,0,3207,191755,U168501,30819,Noel Birch,Q16022834,Florence Hyacinthe Chetwode,Q75565548
Q2287766,"Simon Ramsay, 16th Earl of Dalhousie",Simon,Ramsay,male,1914,1999,1945,1950,1,0,Conservative Party,0,,,0,,0,,1,,0,,0,8889,11328,,,"Arthur Ramsay, 14th Earl of Dalhousie",Q4800071,Lady Mary Adelaide Heathcote-Drummond,Q75250680
Q7964820,Walter Farthing,Walter,Farthing,male,1887,1954,1945,1950,1,0,Labour Party,0,,,0,,0,,0,,0,,0,3933,,,,,,,
Q333773,"Michael Stewart, Baron Stewart of Fulham",Michael,Stewart,male,1906,1990,1945,1979,10,1,Labour Party,0,,,0,,0,,1,,0,,0,8859,191864,U169475,39862,Robert Wallace Stewart,Q76026041,Eva Blaxley,Q76026043
Q4412304,Konni Zilliacus,Konni,Zilliacus,male,1894,1967,1945,1967,5,0,Labour Party,0,,,0,,0,,0,,0,,0,6282,,U58712,55670,Konni Zilliacus,Q2025832,,
Q7527444,"Sir James Hutchison, 1st Baronet",James,Hutchison,male,1893,1979,1945,1959,4,0,Unionist Party,0,,,0,,0,,1,,0,,0,8660,482549,,,Thomas Holt Hutchison,Q76033469,Florence Riley,Q76033471
Q6264265,John William Sunderland,John,William Sunderland,male,1896,1945,1945,1945,1,0,Labour Party,0,,,0,,0,,0,,0,,0,5922,,,,,,,
Q6245072,John Lloyd Williams,John,Lloyd Williams,male,1892,1982,1945,1950,1,0,Labour Party,0,,,0,,0,,0,,0,,0,8711,,,,,,,
Q8010828,William Hannan,William,Hannan,male,1906,1987,1945,1974,8,0,Labour Party,0,,,0,,0,,0,,0,,0,4248,,,,,,,
Q6233639,John Forman,John,Forman,male,1884,1975,1945,1964,5,0,Labour Co-operative,0,,,0,,0,,0,,0,,0,4017,,,,,,,
Q6254235,John Rankin,John,Rankin,male,1890,1973,1945,1973,8,0,Labour Co-operative,0,,,0,,0,,0,,0,,0,8727,,U158790,,,,,
Q5524091,Garry Allighan,Garry,Allighan,male,1895,1977,1945,1947,1,0,Labour Party,0,,,0,,0,,0,,0,,0,3004,,,,,,,
Q5393389,Ernest Kinghorn,Ernest,Kinghorn,male,1907,2001,1945,1951,2,0,Labour Party,0,,,0,,0,,0,,0,,0,4602,,U23165,,,,,
Q6286529,Joseph Reeves,Joseph,Reeves,male,1888,1969,1945,1959,4,0,Labour Party,0,,,0,,0,,0,,0,,0,5544,,,,,,,
Q6390855,Kenneth Younger,Kenneth,Younger,male,1908,1976,1945,1959,4,0,Labour Party,0,,,0,,0,,1,,0,,0,6412,616573,,31865,"James Younger, 2nd Viscount Younger of Leckie",Q21705711,Maud Gilmour,Q75740751
Q16011273,Harry Hynd,Harry,Hynd,male,1900,1985,1945,1966,6,0,Labour Party,0,,,0,,0,,0,,0,,0,4471,,,,,,,
Q5720776,Henry Edwin Goodrich,Henry,Edwin Goodrich,male,1887,1961,1945,1950,1,0,Labour Party,0,,,0,,0,,0,,0,,0,4130,,,,,,,
Q5733730,Herbert Butler,Herbert,Butler,male,1897,1971,1945,1970,7,0,Labour Party,0,,,0,,0,,0,,0,,0,9067,,,,,,,
Q5309662,Dryden Brook,Dryden,Brook,male,1884,1971,1945,1955,3,0,Labour Party,0,,,0,,0,,0,,0,,0,3356,,,,,,,
Q8019296,William Thomas Adams,William,Thomas Adams,male,1884,1949,1945,1949,1,0,Labour Co-operative,0,,,0,,0,,0,,0,,0,47,,U221736,,,,,
Q5941277,Humphrey Attewell,Humphrey,Attewell,male,1894,1972,1945,1950,1,0,Labour Party,0,,,0,,0,,0,,0,,0,3065,,U151877,,,,,
Q5498731,Frederick Skinnard,Frederick,Skinnard,male,1902,1984,1945,1950,1,0,Labour Party,0,,,0,,0,,0,,0,,0,5765,,,,,,,
Q5240365,David Thomas Jones,David,Thomas Jones,male,1899,1963,1945,1959,4,0,Labour Party,0,,,0,,0,,0,,0,,0,8467,,,,,,,
Q6989570,Neill Cooper-Key,Neill,Cooper-Key,male,1907,1981,1945,1970,7,0,Conservative Party,0,,,0,,0,,1,,0,,0,3586,73493,,,Edmund Moore Cooper-Key,Q75339527,Florence Margaret Penelope Wigram,Q75590604
Q4858727,Barbara Ayrton-Gould,Barbara,Ayrton-Gould,female,1886,1950,1945,1950,1,0,Labour Party,0,,,0,,0,,0,,0,,0,9217,,,50046,William Edward Ayrton,Q1346521,Hertha Ayrton,Q17522
Q8017532,William Richard Williams,William,Richard Williams,male,1895,1963,1945,1963,4,0,Labour Party,0,,,0,,0,,0,,0,,0,8969,,U58638,,,,,
Q7183142,Philip Asterley Jones,Philip,Asterley Jones,male,1914,1978,1945,1950,1,0,Labour Party,0,,,0,,0,,0,,0,,0,8811,,U156221,,,,,
Q6246458,John Maitland,John,Maitland,male,1903,1977,1945,1966,6,0,Conservative Party,0,,,0,,0,,1,,0,,0,8698,247624,,,William Whitaker Maitland,Q76102379,Louisa Hamilton,Q76102415
Q5534452,Geoffrey Bing,Geoffrey,Bing,male,1909,1977,1945,1955,3,0,Labour Party,0,,,0,,0,,0,,0,,0,3204,,U152329,30817,,,,
Q4912226,"Billy Blyton, Baron Blyton",Billy,Blyton,male,1899,1987,1945,1964,5,0,Labour Party,0,,,0,,0,,1,,0,,0,3244,190991,U162140,,,,,
Q333685,"David Renton, Baron Renton",David,Renton,male,1908,2007,1945,1979,10,0,Conservative Party; National Liberal Party,0,,,0,,0,,1,,0,,0,5551,191751,U32306,,Maurice Waugh Renton,Q76312856,Eszma Olivia Borman,Q76312859
Q5670853,Harry Mackeson,Harry,Mackeson,male,1905,1964,1945,1959,4,0,Conservative Party,0,,,0,,0,,1,,0,,0,4848,53612,,,Henry Mackeson,Q75308809,Ella Cecil Ripley,Q75308811
Q6721510,Mabel Ridealgh,Mabel,Ridealgh,female,1898,1989,1945,1950,1,0,Labour Co-operative,0,,,0,,0,,0,,0,,0,5575,,,70452,,,,
Q6141851,James Ranger,James,Ranger,male,1889,1975,1945,1950,1,0,Labour Party,0,,,0,,0,,0,,0,,0,5505,,U158789,,,,,
Q13529968,Harry Legge-Bourke,Harry,Legge-Bourke,male,1914,1973,1945,1973,8,0,Conservative Party,0,,,0,,0,,1,,0,,0,4686,244845,U156668,64636,Nigel Walter Legge-Bourke,Q75285908,Lady Victoria Wynn-Carington,Q75285907
Q5386492,"Eric Fletcher, Baron Fletcher",Eric,Fletcher,male,1903,1990,1945,1970,7,0,Labour Party,0,,,0,,0,,1,,0,,0,8505,191262,U164205,,,,,
Q5543992,George Rogers,George,Rogers,male,1906,1983,1945,1970,7,0,Labour Party,0,,,0,,0,,0,,0,,0,8556,,,,,,,
Q5561118,"Dick Mitchison, Baron Mitchison",Dick,Mitchison,male,1894,1970,1945,1964,5,0,Labour Party,0,,,0,,0,,1,,0,,0,5072,191611,U52863,,Arthur Maw Mitchison,Q75603554,Mary Emmeline Russell,Q75603555
Q6688282,Louis Tolley,Louis,Tolley,male,1889,1959,1945,1950,1,0,Labour Party,0,,,0,,0,,0,,0,,0,1197,,,,,,,
Q5126940,Clarice Shaw,Clarice,Shaw,female,1883,1946,1945,1946,1,0,Labour Party,0,,,0,,0,,0,,0,,0,8436,,,54410,,,,
Q5499143,"Frederick Wise, 1st Baron Wise",Frederick,Wise,male,1887,1968,1945,1951,2,0,Labour Party,0,,,0,,0,,1,,0,,0,6402,581238,U49655,,,,,
Q6768019,Mark Hewitson,Mark,Hewitson,male,1897,1973,1945,1964,5,0,Labour Party,0,,,0,,0,,0,,0,,0,4348,,,,,,,
Q5671765,Harry Pursey,Harry,Pursey,male,1891,1980,1945,1970,7,0,Labour Party,0,,,0,,0,,0,,0,,0,5482,,,,,,,
Q6409103,Kim Mackay,Kim,Mackay,male,1902,1960,1945,1951,2,0,Labour Party,0,,,0,,0,,0,,0,,0,9289,,,,,,,
Q7660148,Sydney Smith,Sydney,Smith,male,1885,1984,1945,1950,1,0,Labour Party,0,,,0,,0,,0,,0,,0,6420,,,,,,,
Q7964384,Walter Bromley-Davenport,Walter,Bromley-Davenport,male,1903,1989,1945,1970,7,0,Conservative Party,0,,,0,,0,,1,,0,,0,8956,691162,,,Walter Bromley Davenport,Q75344730,Lilian Lane,Q76327426
Q6758285,Marcus Lipton,Marcus,Lipton,male,1900,1978,1945,1978,10,0,Labour Party,0,,,0,,0,,0,,0,,0,4723,,U156790,,,,,
Q5078023,Charles Gibson,Charles,Gibson,male,1889,1977,1945,1959,4,0,Labour Party,0,,,0,,0,,0,,0,,0,8431,,,,,,,
Q7364734,Ronald Chamberlain,Ronald,Chamberlain,male,1901,1987,1945,1950,1,0,Labour Party,0,,,0,,0,,0,,0,,0,8872,,U162795,,,,,
Q7817681,Tom Steele,Tom,Steele,male,1905,1979,1945,1970,7,0,Labour Party,0,,,0,,0,,0,,0,,0,5863,,,,,,,
Q6759511,Margaret Herbison,Margaret,Herbison,female,1907,1996,1945,1970,7,0,Labour Party,0,,,0,,0,,0,,0,,0,4338,,,64016,,,,
Q5543502,George Porter,George,Porter,male,1884,1973,1945,1955,3,0,Labour Party,0,,,0,,0,,0,,0,,0,9243,,,,,,,
Q4725734,"Alice Bacon, Baroness Bacon",Alice,Bacon,female,1909,1993,1945,1970,7,0,Labour Party,0,,,0,,0,,1,,0,,0,3078,151708,U170936,51420,,,,
Q337380,Hugh Gaitskell,Hugh,Gaitskell,male,1906,1963,1945,1963,5,1,Labour Party,0,,,0,,0,,1,,0,,0,4049,320074,U51063,33309,Arthur Gaitskell,Q75282870,Adelaide Mary Jamieson,Q75283052
Q15055971,"Harold Davies, Baron Davies of Leek",Harold,Davies,male,1904,1985,1945,1970,7,0,Labour Party,0,,,0,,0,,1,,0,,0,8582,191182,U163454,,,,,
Q1103940,"Terence Donovan, Baron Donovan",Terence,Donovan,male,1898,1971,1945,1950,2,0,Labour Party,0,,,0,,0,,1,,0,,0,3758,19066,U153970,31042,Timothy Donovan,Q75596077,Laura McSheedy,Q75596081
Q268875,"Herbert Bowden, Baron Aylestone",Herbert,Bowden,male,1905,1994,1945,1967,7,1,Labour Party,0,,,0,,0,,1,,0,,0,3279,190895,U170929,54761,,,,
Q5660118,Harold Boardman,Harold,Boardman,male,1907,1994,1945,1979,10,0,Labour Party,0,,,0,,0,,0,,0,,0,3246,,,,,,,
Q6136331,"James Hoy, Baron Hoy",James,Hoy,male,1909,1976,1945,1970,7,0,Labour Party,0,,,0,,0,,1,,0,,0,4442,191425,U155857,,,,,
